"cliente_id";"cliente_nombre";"genero_desc";"fecha_nacimiento";"edad"
5314;"Cliente 7621";"Hombre";"1995-12-09";26
5315;"Cliente 1028";"Hombre";"1942-05-08";79
5316;"Cliente 2952";"Mujer";"1989-09-28";32
5317;"Cliente 2315";"Hombre";"1958-09-27";63
5318;"Cliente 1675";"Mujer";"1948-05-08";73
5319;"Cliente 394";"Hombre";"1949-07-28";72
5320;"Cliente 4087";"Hombre";"1952-03-07";69
5321;"Cliente 7418";"Mujer";"1997-06-24";24
5322;"Cliente 7201";"Mujer";"1954-04-18";67
5323;"Cliente 6816";"Hombre";"1959-05-17";62
5324;"Cliente 6776";"Hombre";"1956-02-02";65
5325;"Cliente 8650";"Mujer";"1962-07-31";59
5326;"Cliente 8988";"Mujer";"1993-03-01";28
5327;"Cliente 9726";"Hombre";"1970-10-14";51
5328;"Cliente 4909";"Hombre";"1984-04-15";37
5329;"Cliente 1907";"Hombre";"1985-09-28";36
5330;"Cliente 8767";"Hombre";"1980-01-01";41
5331;"Cliente 8273";"Hombre";"1947-04-26";74
5332;"Cliente 3308";"Hombre";"1984-05-24";37
5333;"Cliente 5145";"Hombre";"1990-08-29";31
5334;"Cliente 4709";"Hombre";"1963-07-11";58
5335;"Cliente 501";"Mujer";"1984-01-26";37
5336;"Cliente 4710";"Mujer";"1977-07-06";44
5337;"Cliente 3435";"Hombre";"1956-04-20";65
5338;"Cliente 6968";"Hombre";"1994-03-28";27
5339;"Cliente 4790";"Hombre";"1990-04-29";31
5340;"Cliente 7362";"Hombre";"1957-02-14";64
5341;"Cliente 6207";"Hombre";"1949-11-10";72
5342;"Cliente 2499";"Hombre";"1955-09-06";66
5343;"Cliente 8531";"Hombre";"1976-09-05";45
5344;"Cliente 2500";"Hombre";"1955-12-03";66
5345;"Cliente 1733";"Mujer";"1955-01-27";66
5346;"Cliente 1992";"Hombre";"1943-07-03";78
5347;"Cliente 7136";"Hombre";"1971-04-24";50
5348;"Cliente 172";"Hombre";"1945-09-30";76
5349;"Cliente 2953";"Mujer";"1948-11-06";73
5350;"Cliente 9855";"Mujer";"1981-12-12";40
5351;"Cliente 1993";"Mujer";"1990-09-20";31
5352;"Cliente 5663";"Hombre";"1943-07-29";78
5353;"Cliente 8341";"Hombre";"1948-04-22";73
5354;"Cliente 1597";"Hombre";"1983-03-10";38
5355;"Cliente 6730";"Hombre";"1971-03-08";50
5356;"Cliente 655";"Hombre";"1988-01-06";33
5357;"Cliente 2098";"Mujer";"1980-12-03";41
5358;"Cliente 4492";"Hombre";"1970-10-16";51
5359;"Cliente 1386";"Hombre";"1984-06-11";37
5360;"Cliente 9532";"Mujer";"1960-12-06";61
5361;"Cliente 4589";"Mujer";"1943-04-26";78
5362;"Cliente 6969";"Hombre";"1983-04-01";38
5363;"Cliente 9648";"Hombre";"1959-08-19";62
5364;"Cliente 8947";"Hombre";"1964-12-29";57
5365;"Cliente 6947";"Mujer";"1944-09-18";77
5366;"Cliente 6817";"Hombre";"1986-05-10";35
5367;"Cliente 7938";"Hombre";"1976-11-10";45
5368;"Cliente 5713";"Mujer";"1963-04-19";58
5369;"Cliente 6970";"Mujer";"1944-07-25";77
5370;"Cliente 1476";"Mujer";"1959-03-20";62
5371;"Cliente 8681";"Hombre";"1942-04-10";79
5372;"Cliente 2251";"Mujer";"1946-07-02";75
5373;"Cliente 7560";"Hombre";"1941-02-11";80
5374;"Cliente 949";"Hombre";"1985-08-23";36
5375;"Cliente 4326";"Mujer";"1966-08-26";55
5376;"Cliente 6251";"Hombre";"1965-04-13";56
5377;"Cliente 5798";"Hombre";"1948-11-22";73
5378;"Cliente 5398";"Mujer";"1941-08-16";80
5379;"Cliente 8201";"Hombre";"1958-02-13";63
5380;"Cliente 5023";"Hombre";"1977-09-13";44
5381;"Cliente 3507";"Hombre";"1962-08-27";59
5382;"Cliente 728";"Hombre";"1942-10-22";79
5383;"Cliente 7669";"Mujer";"1954-03-08";67
5384;"Cliente 3716";"Hombre";"1956-12-11";65
5385;"Cliente 6252";"Mujer";"1992-02-06";29
5386;"Cliente 8930";"Hombre";"1986-11-13";35
5387;"Cliente 7363";"Hombre";"1990-05-14";31
5388;"Cliente 1142";"Mujer";"1952-01-28";69
5389;"Cliente 9452";"Hombre";"1985-08-07";36
5390;"Cliente 7137";"Mujer";"1944-02-26";77
5391;"Cliente 5348";"Hombre";"1997-02-02";24
5392;"Cliente 9649";"Mujer";"1952-02-23";69
5393;"Cliente 5664";"Hombre";"1996-05-12";25
5394;"Cliente 5024";"Hombre";"1966-02-01";55
5395;"Cliente 9287";"Mujer";"1948-11-05";73
5396;"Cliente 1083";"Mujer";"1943-12-08";78
5397;"Cliente 4648";"Hombre";"1989-03-22";32
5398;"Cliente 4871";"Mujer";"1956-07-11";65
5399;"Cliente 3243";"Hombre";"1981-02-08";40
5400;"Cliente 5146";"Hombre";"1991-04-08";30
5401;"Cliente 1533";"Mujer";"1952-07-26";69
5402;"Cliente 5714";"Mujer";"1955-10-31";66
5403;"Cliente 4327";"Hombre";"1990-01-01";31
5404;"Cliente 8510";"Mujer";"1972-11-25";49
5405;"Cliente 9450";"Hombre";"1987-09-26";34
5406;"Cliente 1387";"Mujer";"1988-01-31";33
5407;"Cliente 4428";"Mujer";"1986-05-26";35
5408;"Cliente 4328";"Mujer";"1960-11-01";61
5409;"Cliente 2954";"Hombre";"1959-05-31";62
5410;"Cliente 7886";"Mujer";"1981-05-12";40
5411;"Cliente 9899";"Hombre";"1987-01-22";34
5412;"Cliente 282";"Hombre";"1947-07-04";74
5413;"Cliente 3508";"Hombre";"1970-01-16";51
5414;"Cliente 4429";"Mujer";"1959-12-01";62
5415;"Cliente 5715";"Mujer";"1965-12-17";56
5416;"Cliente 6208";"Hombre";"1949-05-31";72
5417;"Cliente 5147";"Hombre";"1953-03-21";68
5418;"Cliente 3788";"Hombre";"1988-08-28";33
5419;"Cliente 5439";"Hombre";"1980-02-10";41
5420;"Cliente 8989";"Hombre";"1984-09-09";37
5421;"Cliente 4430";"Mujer";"1963-09-21";58
5422;"Cliente 3309";"Hombre";"1990-07-11";31
5423;"Cliente 6678";"Hombre";"1960-07-23";61
5424;"Cliente 4431";"Hombre";"1969-03-01";52
5425;"Cliente 3372";"Hombre";"1995-10-13";26
5426;"Cliente 8574";"Mujer";"1992-04-21";29
5427;"Cliente 1827";"Mujer";"1961-10-22";60
5428;"Cliente 9873";"Mujer";"1942-12-23";79
5429;"Cliente 7046";"Hombre";"1944-05-08";77
5430;"Cliente 7561";"Hombre";"1976-08-18";45
5431;"Cliente 5297";"Mujer";"1954-05-28";67
5432;"Cliente 9940";"Mujer";"1967-03-24";54
5433;"Cliente 4040";"Mujer";"1993-04-20";28
5434;"Cliente 4088";"Hombre";"1941-10-23";80
5435;"Cliente 2099";"Mujer";"1985-08-11";36
5436;"Cliente 9212";"Mujer";"1979-04-18";42
5437;"Cliente 3573";"Mujer";"1954-10-18";67
5438;"Cliente 6209";"Mujer";"1944-10-24";77
5439;"Cliente 7321";"Hombre";"1963-12-02";58
5440;"Cliente 7970";"Hombre";"1948-12-08";73
5441;"Cliente 3175";"Hombre";"1997-07-30";24
5442;"Cliente 7498";"Hombre";"1985-01-13";36
5443;"Cliente 283";"Mujer";"1962-10-31";59
5444;"Cliente 1908";"Mujer";"1942-11-20";79
5445;"Cliente 9453";"Mujer";"1973-05-21";48
5446;"Cliente 7173";"Mujer";"1943-06-22";78
5447;"Cliente 8007";"Hombre";"1973-07-04";48
5448;"Cliente 8143";"Hombre";"1946-02-03";75
5449;"Cliente 9978";"Hombre";"1969-07-10";52
5450;"Cliente 4711";"Hombre";"1970-10-06";51
5451;"Cliente 4649";"Mujer";"1979-09-15";42
5452;"Cliente 9155";"Hombre";"1949-01-08";72
5453;"Cliente 5541";"Hombre";"1987-03-26";34
5454;"Cliente 9581";"Mujer";"1952-06-05";69
5455;"Cliente 284";"Mujer";"1957-10-14";64
5456;"Cliente 9718";"Mujer";"1941-02-19";80
5457;"Cliente 1534";"Hombre";"1958-12-06";63
5458;"Cliente 5970";"Hombre";"1979-01-22";42
5459;"Cliente 1734";"Hombre";"1957-01-06";64
5460;"Cliente 9429";"Hombre";"1958-12-16";63
5461;"Cliente 6083";"Hombre";"1946-11-29";75
5462;"Cliente 835";"Hombre";"1985-08-11";36
5463;"Cliente 6373";"Hombre";"1955-01-28";66
5464;"Cliente 9190";"Hombre";"1959-02-14";62
5465;"Cliente 9761";"Mujer";"1995-03-21";26
5466;"Cliente 8086";"Mujer";"1977-03-08";44
5467;"Cliente 8733";"Hombre";"1945-06-11";76
5468;"Cliente 6423";"Mujer";"1984-07-08";37
5469;"Cliente 6554";"Mujer";"1962-10-02";59
5470;"Cliente 2604";"Hombre";"1977-02-20";44
5471;"Cliente 4432";"Hombre";"1947-09-13";74
5472;"Cliente 9834";"Hombre";"1969-01-29";52
5473;"Cliente 836";"Mujer";"1946-04-13";75
5474;"Cliente 8768";"Hombre";"1993-10-01";28
5475;"Cliente 3436";"Mujer";"1968-06-08";53
5476;"Cliente 3928";"Hombre";"1944-01-06";77
5477;"Cliente 3176";"Hombre";"1975-12-25";46
5478;"Cliente 5221";"Mujer";"1993-07-03";28
5479;"Cliente 2794";"Hombre";"1989-07-18";32
5480;"Cliente 7818";"Mujer";"1962-03-27";59
5481;"Cliente 8250";"Hombre";"1944-12-18";77
5482;"Cliente 729";"Hombre";"1982-05-16";39
5483;"Cliente 7819";"Mujer";"1951-02-17";70
5484;"Cliente 9416";"Hombre";"1983-03-23";38
5485;"Cliente 4955";"Hombre";"1964-07-30";57
5486;"Cliente 173";"Hombre";"1962-03-22";59
5487;"Cliente 5764";"Hombre";"1942-11-13";79
5488;"Cliente 6507";"Hombre";"1974-01-04";47
5489;"Cliente 2501";"Hombre";"1985-03-01";36
5490;"Cliente 6904";"Mujer";"1981-10-14";40
5491;"Cliente 5843";"Hombre";"1970-01-18";51
5492;"Cliente 4910";"Mujer";"1962-04-25";59
5493;"Cliente 5148";"Hombre";"1978-08-18";43
5494;"Cliente 1535";"Mujer";"1962-02-01";59
5495;"Cliente 7562";"Mujer";"1942-08-19";79
5496;"Cliente 1909";"Hombre";"1988-10-10";33
5497;"Cliente 837";"Hombre";"1988-06-25";33
5498;"Cliente 55";"Mujer";"1950-08-25";71
5499;"Cliente 1598";"Hombre";"1966-03-11";55
5500;"Cliente 8459";"Hombre";"1946-08-14";75
5501;"Cliente 5399";"Mujer";"1964-07-07";57
5502;"Cliente 3437";"Hombre";"1985-08-25";36
5503;"Cliente 1536";"Hombre";"1971-08-17";50
5504;"Cliente 1143";"Hombre";"1944-02-10";77
5505;"Cliente 6210";"Hombre";"1950-06-22";71
5506;"Cliente 7733";"Hombre";"1985-03-13";36
5507;"Cliente 3373";"Hombre";"1970-02-26";51
5508;"Cliente 5149";"Mujer";"1953-05-24";68
5509;"Cliente 9601";"Hombre";"1951-05-08";70
5510;"Cliente 9924";"Mujer";"1973-10-08";48
5511;"Cliente 4188";"Hombre";"1948-12-07";73
5512;"Cliente 7419";"Mujer";"1978-07-26";43
5513;"Cliente 9317";"Mujer";"1976-01-10";45
5514;"Cliente 9602";"Hombre";"1973-09-25";48
5515;"Cliente 6084";"Mujer";"1955-04-12";66
5516;"Cliente 8274";"Mujer";"1942-11-12";79
5517;"Cliente 4041";"Mujer";"1981-09-06";40
5518;"Cliente 4089";"Hombre";"1961-08-13";60
5519;"Cliente 2605";"Mujer";"1947-11-19";74
5520;"Cliente 6679";"Mujer";"1986-10-23";35
5521;"Cliente 6085";"Mujer";"1950-04-24";71
5522;"Cliente 1599";"Hombre";"1972-10-20";49
5523;"Cliente 4712";"Hombre";"1979-07-10";42
5524;"Cliente 1084";"Mujer";"1953-03-11";68
5525;"Cliente 6424";"Hombre";"1981-07-27";40
5526;"Cliente 2606";"Mujer";"1964-07-15";57
5527;"Cliente 8008";"Mujer";"1982-10-07";39
5528;"Cliente 3106";"Hombre";"1948-05-04";73
5529;"Cliente 9901";"Hombre";"1961-06-16";60
5530;"Cliente 4242";"Hombre";"1986-04-14";35
5531;"Cliente 3789";"Mujer";"1984-05-30";37
5532;"Cliente 7202";"Mujer";"1956-01-09";65
5533;"Cliente 6595";"Mujer";"1966-12-08";55
5534;"Cliente 4243";"Mujer";"1994-09-17";27
5535;"Cliente 7464";"Hombre";"1983-06-21";38
5536;"Cliente 1144";"Hombre";"1993-02-27";28
5537;"Cliente 8219";"Mujer";"1970-08-16";51
5538;"Cliente 9106";"Hombre";"1943-11-03";78
5539;"Cliente 7256";"Hombre";"1958-11-12";63
5540;"Cliente 9886";"Hombre";"1945-03-20";76
5541;"Cliente 6731";"Mujer";"1956-05-22";65
5542;"Cliente 5716";"Mujer";"1965-05-15";56
5543;"Cliente 3027";"Hombre";"1974-05-14";47
5544;"Cliente 8098";"Mujer";"1954-04-29";67
5545;"Cliente 8898";"Mujer";"1996-12-16";25
5546;"Cliente 4090";"Mujer";"1984-08-01";37
5547;"Cliente 5717";"Mujer";"1986-06-08";35
5548;"Cliente 2675";"Hombre";"1949-10-10";72
5549;"Cliente 5025";"Hombre";"1965-10-25";56
5550;"Cliente 7995";"Hombre";"1962-07-27";59
5551;"Cliente 1735";"Mujer";"1979-06-26";42
5552;"Cliente 6732";"Hombre";"1989-11-14";32
5553;"Cliente 6555";"Hombre";"1988-04-08";33
5554;"Cliente 9454";"Mujer";"1976-07-13";45
5555;"Cliente 4872";"Hombre";"1968-11-23";53
5556;"Cliente 1299";"Mujer";"1984-07-03";37
5557;"Cliente 1828";"Hombre";"1964-08-07";57
5558;"Cliente 8532";"Hombre";"1976-12-17";45
5559;"Cliente 950";"Hombre";"1949-02-11";72
5560;"Cliente 1300";"Hombre";"1992-11-24";29
5561;"Cliente 3244";"Hombre";"1951-06-09";70
5562;"Cliente 7820";"Mujer";"1988-08-30";33
5563;"Cliente 174";"Hombre";"1945-01-29";76
5564;"Cliente 5298";"Hombre";"1944-04-30";77
5565;"Cliente 395";"Mujer";"1995-06-03";26
5566;"Cliente 8099";"Hombre";"1964-06-01";57
5567;"Cliente 4791";"Mujer";"1982-09-29";39
5568;"Cliente 2191";"Mujer";"1969-11-23";52
5569;"Cliente 4792";"Hombre";"1971-04-12";50
5570;"Cliente 8562";"Mujer";"1958-06-15";63
5571;"Cliente 5091";"Mujer";"1961-05-26";60
5572;"Cliente 8635";"Hombre";"1943-02-02";78
5573;"Cliente 3107";"Mujer";"1978-12-28";43
5574;"Cliente 7021";"Hombre";"1983-05-17";38
5575;"Cliente 4873";"Mujer";"1979-03-23";42
5576;"Cliente 5844";"Mujer";"1954-04-12";67
5577;"Cliente 9766";"Hombre";"1980-12-21";41
5578;"Cliente 656";"Mujer";"1949-04-14";72
5579;"Cliente 1477";"Mujer";"1956-10-20";65
5580;"Cliente 3374";"Mujer";"1992-01-14";29
5581;"Cliente 9979";"Mujer";"1976-10-11";45
5582;"Cliente 8460";"Mujer";"1941-08-08";80
5583;"Cliente 9288";"Mujer";"1965-03-10";56
5584;"Cliente 4874";"Hombre";"1947-09-28";74
5585;"Cliente 6596";"Hombre";"1945-05-16";76
5586;"Cliente 6211";"Hombre";"1981-09-10";40
5587;"Cliente 7867";"Mujer";"1968-05-13";53
5588;"Cliente 1029";"Hombre";"1960-11-08";61
5589;"Cliente 730";"Mujer";"1968-06-24";53
5590;"Cliente 9353";"Hombre";"1961-02-23";60
5591;"Cliente 1233";"Mujer";"1942-05-26";79
5592;"Cliente 8869";"Hombre";"1950-11-19";71
5593;"Cliente 5222";"Mujer";"1990-11-30";31
5594;"Cliente 6141";"Hombre";"1986-08-27";35
5595;"Cliente 6905";"Hombre";"1981-09-13";40
5596;"Cliente 7499";"Mujer";"1959-10-12";62
5597;"Cliente 7971";"Mujer";"1950-01-20";71
5598;"Cliente 657";"Mujer";"1943-06-18";78
5599;"Cliente 2395";"Mujer";"1996-07-05";25
5600;"Cliente 2396";"Hombre";"1980-12-16";41
5601;"Cliente 175";"Hombre";"1991-01-01";30
5602;"Cliente 951";"Hombre";"1963-01-01";58
5603;"Cliente 5150";"Mujer";"1942-08-26";79
5604;"Cliente 2738";"Hombre";"1953-06-25";68
5605;"Cliente 952";"Mujer";"1986-04-21";35
5606;"Cliente 1145";"Mujer";"1994-07-18";27
5607;"Cliente 2047";"Mujer";"1956-10-19";65
5608;"Cliente 2955";"Hombre";"1995-03-22";26
5609;"Cliente 1085";"Mujer";"1944-05-21";77
5610;"Cliente 2192";"Hombre";"1972-03-28";49
5611;"Cliente 6998";"Hombre";"1986-09-19";35
5612;"Cliente 838";"Hombre";"1944-12-06";77
5613;"Cliente 2502";"Mujer";"1942-01-10";79
5614;"Cliente 1478";"Mujer";"1964-07-25";57
5615;"Cliente 4911";"Mujer";"1986-02-19";35
5616;"Cliente 1146";"Hombre";"1947-03-05";74
5617;"Cliente 5747";"Mujer";"1946-08-06";75
5618;"Cliente 7642";"Mujer";"1997-08-18";24
5619;"Cliente 1234";"Hombre";"1971-10-02";50
5620;"Cliente 1537";"Mujer";"1970-04-01";51
5621;"Cliente 5542";"Mujer";"1947-10-12";74
5622;"Cliente 7285";"Hombre";"1956-09-14";65
5623;"Cliente 2607";"Mujer";"1951-04-02";70
5624;"Cliente 5886";"Hombre";"1989-07-26";32
5625;"Cliente 3028";"Mujer";"1963-08-11";58
5626;"Cliente 396";"Hombre";"1942-02-19";79
5627;"Cliente 5845";"Hombre";"1943-10-13";78
5628;"Cliente 5026";"Mujer";"1983-06-07";38
5629;"Cliente 7670";"Mujer";"1987-09-26";34
5630;"Cliente 6425";"Hombre";"1992-07-29";29
5631;"Cliente 5887";"Mujer";"1981-09-18";40
5632;"Cliente 839";"Hombre";"1970-08-27";51
5633;"Cliente 7939";"Hombre";"1961-10-14";60
5634;"Cliente 2608";"Hombre";"1977-04-01";44
5635;"Cliente 4042";"Mujer";"1961-10-22";60
5636;"Cliente 4244";"Mujer";"1973-08-14";48
5637;"Cliente 4493";"Hombre";"1963-01-05";58
5638;"Cliente 8476";"Hombre";"1982-06-08";39
5639;"Cliente 1910";"Mujer";"1959-07-07";62
5640;"Cliente 581";"Hombre";"1970-01-13";51
5641;"Cliente 5971";"Mujer";"1990-01-08";31
5642;"Cliente 56";"Mujer";"1976-08-02";45
5643;"Cliente 9107";"Mujer";"1978-08-13";43
5644;"Cliente 6508";"Mujer";"1944-09-20";77
5645;"Cliente 3177";"Mujer";"1980-07-12";41
5646;"Cliente 3855";"Hombre";"1996-02-18";25
5647;"Cliente 4590";"Hombre";"1958-12-08";63
5648;"Cliente 1479";"Hombre";"1960-06-15";61
5649;"Cliente 8009";"Hombre";"1969-11-26";52
5650;"Cliente 6556";"Mujer";"1983-05-16";38
5651;"Cliente 7230";"Hombre";"1972-07-13";49
5652;"Cliente 6869";"Mujer";"1967-09-02";54
5653;"Cliente 6597";"Mujer";"1941-09-21";80
5654;"Cliente 8490";"Hombre";"1956-07-15";65
5655;"Cliente 9816";"Hombre";"1950-01-26";71
5656;"Cliente 5972";"Mujer";"1970-03-06";51
5657;"Cliente 8665";"Hombre";"1997-01-30";24
5658;"Cliente 840";"Hombre";"1954-03-03";67
5659;"Cliente 7868";"Mujer";"1958-10-26";63
5660;"Cliente 2956";"Mujer";"1957-06-13";64
5661;"Cliente 9650";"Mujer";"1979-07-04";42
5662;"Cliente 9880";"Hombre";"1985-03-30";36
5663;"Cliente 5718";"Mujer";"1993-03-29";28
5664;"Cliente 3029";"Hombre";"1953-02-18";68
5665;"Cliente 7096";"Mujer";"1946-11-12";75
5666;"Cliente 4650";"Mujer";"1941-11-29";80
5667;"Cliente 6226";"Mujer";"1994-04-11";27
5668;"Cliente 1301";"Hombre";"1947-04-14";74
5669;"Cliente 8445";"Hombre";"1987-08-25";34
5670;"Cliente 3245";"Mujer";"1966-03-11";55
5671;"Cliente 8251";"Mujer";"1955-04-27";66
5672;"Cliente 4713";"Hombre";"1943-08-05";78
5673;"Cliente 5400";"Hombre";"1942-06-17";79
5674;"Cliente 1480";"Hombre";"1978-11-19";43
5675;"Cliente 5299";"Mujer";"1941-01-11";80
5676;"Cliente 9146";"Mujer";"1943-08-19";78
5677;"Cliente 3790";"Hombre";"1978-05-18";43
5678;"Cliente 397";"Hombre";"1956-02-15";65
5679;"Cliente 841";"Hombre";"1943-11-30";78
5680;"Cliente 3375";"Mujer";"1956-09-28";65
5681;"Cliente 9980";"Hombre";"1992-10-05";29
5682;"Cliente 1030";"Mujer";"1945-04-26";76
5683;"Cliente 658";"Mujer";"1976-06-13";45
5684;"Cliente 5973";"Mujer";"1941-06-10";80
5685;"Cliente 8342";"Hombre";"1945-07-19";76
5686;"Cliente 1538";"Hombre";"1994-05-28";27
5687;"Cliente 1481";"Mujer";"1974-01-26";47
5688;"Cliente 4245";"Hombre";"1972-03-29";49
5689;"Cliente 5300";"Hombre";"1953-07-30";68
5690;"Cliente 4043";"Hombre";"1946-11-15";75
5691;"Cliente 4091";"Hombre";"1967-07-17";54
5692;"Cliente 4651";"Hombre";"1997-08-18";24
5693;"Cliente 9792";"Mujer";"1991-11-28";30
5694;"Cliente 9354";"Hombre";"1955-05-19";66
5695;"Cliente 8252";"Mujer";"1960-06-25";61
5696;"Cliente 57";"Mujer";"1990-11-16";31
5697;"Cliente 3636";"Mujer";"1951-02-26";70
5698;"Cliente 9701";"Mujer";"1985-11-04";36
5699;"Cliente 9787";"Hombre";"1975-04-26";46
5700;"Cliente 9048";"Mujer";"1964-02-28";57
5701;"Cliente 1736";"Mujer";"1941-09-09";80
5702;"Cliente 9369";"Hombre";"1957-11-15";64
5703;"Cliente 7600";"Hombre";"1942-10-14";79
5704;"Cliente 5027";"Hombre";"1995-11-14";26
5705;"Cliente 4591";"Mujer";"1992-05-20";29
5706;"Cliente 2957";"Hombre";"1983-01-30";38
5707;"Cliente 464";"Mujer";"1948-04-10";73
5708;"Cliente 9169";"Hombre";"1961-11-26";60
5709;"Cliente 398";"Mujer";"1994-08-11";27
5710;"Cliente 1600";"Hombre";"1950-12-27";71
5711;"Cliente 2193";"Mujer";"1983-10-26";38
5712;"Cliente 8306";"Hombre";"1945-06-15";76
5713;"Cliente 2676";"Hombre";"1982-03-21";39
5714;"Cliente 6906";"Hombre";"1988-03-02";33
5715;"Cliente 3997";"Hombre";"1944-05-17";77
5716;"Cliente 2397";"Mujer";"1953-01-11";68
5717;"Cliente 9734";"Hombre";"1993-05-19";28
5718;"Cliente 4534";"Mujer";"1944-10-14";77
5719;"Cliente 3178";"Hombre";"1943-11-18";78
5720;"Cliente 4793";"Mujer";"1985-03-06";36
5721;"Cliente 2503";"Mujer";"1942-07-16";79
5722;"Cliente 6870";"Hombre";"1959-10-20";62
5723;"Cliente 5223";"Mujer";"1955-03-22";66
5724;"Cliente 4246";"Hombre";"1989-08-28";32
5725;"Cliente 8931";"Hombre";"1945-11-13";76
5726;"Cliente 3637";"Mujer";"1994-10-12";27
5727;"Cliente 2398";"Hombre";"1941-10-26";80
5728;"Cliente 4794";"Hombre";"1996-04-19";25
5729;"Cliente 9797";"Mujer";"1949-06-22";72
5730;"Cliente 58";"Hombre";"1956-11-21";65
5731;"Cliente 3108";"Mujer";"1955-10-29";66
5732;"Cliente 1031";"Hombre";"1945-03-27";76
5733;"Cliente 6971";"Mujer";"1973-12-16";48
5734;"Cliente 5492";"Hombre";"1957-04-07";64
5735;"Cliente 285";"Hombre";"1954-02-20";67
5736;"Cliente 1994";"Mujer";"1978-04-29";43
5737;"Cliente 5888";"Mujer";"1944-07-10";77
5738;"Cliente 4329";"Hombre";"1961-09-29";60
5739;"Cliente 7734";"Hombre";"1952-11-12";69
5740;"Cliente 3509";"Hombre";"1956-02-19";65
5741;"Cliente 4535";"Hombre";"1995-05-31";26
5742;"Cliente 4044";"Mujer";"1946-12-10";75
5743;"Cliente 1829";"Hombre";"1980-08-03";41
5744;"Cliente 5601";"Hombre";"1992-05-13";29
5745;"Cliente 1737";"Hombre";"1975-06-26";46
5746;"Cliente 7887";"Hombre";"1943-01-10";78
5747;"Cliente 1539";"Mujer";"1978-03-25";43
5748;"Cliente 5028";"Hombre";"1941-08-31";80
5749;"Cliente 8491";"Hombre";"1990-04-18";31
5750;"Cliente 8423";"Hombre";"1963-01-05";58
5751;"Cliente 5665";"Hombre";"1978-11-13";43
5752;"Cliente 59";"Mujer";"1986-11-20";35
5753;"Cliente 2194";"Hombre";"1984-11-11";37
5754;"Cliente 7500";"Mujer";"1971-08-30";50
5755;"Cliente 5931";"Mujer";"1981-05-02";40
5756;"Cliente 2739";"Hombre";"1994-02-01";27
5757;"Cliente 1302";"Mujer";"1965-06-14";56
5758;"Cliente 4433";"Hombre";"1941-09-12";80
5759;"Cliente 6733";"Hombre";"1993-12-29";28
5760;"Cliente 3574";"Hombre";"1967-09-30";54
5761;"Cliente 8511";"Hombre";"1944-05-28";77
5762;"Cliente 6173";"Hombre";"1959-11-07";62
5763;"Cliente 286";"Hombre";"1991-06-12";30
5764;"Cliente 9907";"Hombre";"1959-06-23";62
5765;"Cliente 6008";"Hombre";"1967-12-19";54
5766;"Cliente 8388";"Mujer";"1965-05-28";56
5767;"Cliente 2100";"Mujer";"1970-04-27";51
5768;"Cliente 9442";"Hombre";"1963-06-03";58
5769;"Cliente 953";"Hombre";"1952-03-10";69
5770;"Cliente 4536";"Hombre";"1944-06-01";77
5771;"Cliente 8446";"Hombre";"1958-10-10";63
5772;"Cliente 502";"Hombre";"1979-08-21";42
5773;"Cliente 9679";"Mujer";"1978-06-01";43
5774;"Cliente 2399";"Hombre";"1950-06-16";71
5775;"Cliente 5029";"Hombre";"1942-11-02";79
5776;"Cliente 2863";"Hombre";"1975-05-20";46
5777;"Cliente 60";"Mujer";"1967-12-11";54
5778;"Cliente 9981";"Hombre";"1948-04-11";73
5779;"Cliente 6818";"Mujer";"1961-07-20";60
5780;"Cliente 7399";"Mujer";"1973-12-15";48
5781;"Cliente 9239";"Hombre";"1996-06-07";25
5782;"Cliente 2504";"Hombre";"1943-04-24";78
5783;"Cliente 2505";"Hombre";"1952-12-30";69
5784;"Cliente 3376";"Mujer";"1987-05-03";34
5785;"Cliente 7322";"Mujer";"1972-05-19";49
5786;"Cliente 1235";"Mujer";"1947-10-27";74
5787;"Cliente 1482";"Mujer";"1975-04-17";46
5788;"Cliente 9735";"Hombre";"1986-04-13";35
5789;"Cliente 4652";"Hombre";"1941-03-22";80
5790;"Cliente 8253";"Mujer";"1970-02-15";51
5791;"Cliente 3310";"Hombre";"1956-03-15";65
5792;"Cliente 1911";"Hombre";"1951-11-29";70
5793;"Cliente 3510";"Hombre";"1968-04-03";53
5794;"Cliente 6634";"Hombre";"1994-07-25";27
5795;"Cliente 8533";"Hombre";"1953-01-31";68
5796;"Cliente 2795";"Mujer";"1980-11-30";41
5797;"Cliente 9318";"Hombre";"1970-08-23";51
5798;"Cliente 3438";"Hombre";"1994-08-12";27
5799;"Cliente 3246";"Mujer";"1945-01-09";76
5800;"Cliente 4653";"Hombre";"1951-08-06";70
5801;"Cliente 8626";"Hombre";"1995-03-16";26
5802;"Cliente 6041";"Mujer";"1941-03-15";80
5803;"Cliente 2796";"Mujer";"1941-03-18";80
5804;"Cliente 9651";"Hombre";"1952-02-07";69
5805;"Cliente 9060";"Hombre";"1956-09-29";65
5806;"Cliente 6635";"Hombre";"1955-12-14";66
5807;"Cliente 1738";"Mujer";"1985-03-25";36
5808;"Cliente 287";"Mujer";"1948-06-20";73
5809;"Cliente 659";"Hombre";"1990-04-12";31
5810;"Cliente 6466";"Hombre";"1980-03-17";41
5811;"Cliente 9130";"Mujer";"1961-12-26";60
5812;"Cliente 1388";"Mujer";"1947-04-13";74
5813;"Cliente 8769";"Hombre";"1971-03-30";50
